Track ID,Track Name,Artist Name,Album Name,Popularity,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Tempo,Time Signature,Valence
2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,Ice Cube,The Predator,84,0.33,0.798,260000,0.744,0.000106,82.356,4,0.794
2qRKTg13LJGHO4fmQTWT7x,You Give Me A Feeling,Vintage Culture,You Give Me A Feeling,71,0.259,0.761,185896,0.867,0.615,126.03,4,0.679
2QtJA4gbwe1AcanB2p21aP,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,Clarity (Deluxe),66,0.109,0.596,217347,0.738,0,127.961,4,0.461
2QVmiA93GVhWNTWQctyY1K,Outro,M83,"Hurry Up, We're Dreaming",63,0.0301,0.226,247027,0.261,0.0677,108.915,4,0.084
2R4AlwtrrkMaRKojcTIzmL,For the First Time,Mac DeMarco,This Old Dog,84,0.296,0.551,182307,0.529,0.0093,75.515,4,0.521
2Rzr9nzXM1yX3NB8CwHWQg,Let It Go (with Marc E. Bassy) - Vintage Culture Remix,Louie Vega,Let It Go (with Marc E. Bassy) [Vintage Culture Remix],58,0.029,0.909,204198,0.808,0.000463,124.015,4,0.638
2SgbR6ttzoNlCRGQOKjrop,Cowboys from Hell,Pantera,Cowboys from Hell,75,0.00437,0.415,243533,0.908,0.0345,114.816,4,0.437
2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,AC/DC,Back In Black,84,0.00287,0.532,210173,0.767,0.000513,127.361,4,0.755
2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,80,0.00579,0.494,229093,0.842,0,162.011,4,0.574
2tpfxAXiI52znho4WE3XFA,Talking Body,Tove Lo,Queen Of The Clouds,69,0.0966,0.736,238427,0.761,0,119.999,4,0.114
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,Native,88,0.0654,0.664,257267,0.705,0,122.016,4,0.477
2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,Melophobia,81,0.0807,0.636,208760,0.676,0,113.98,4,0.273
2TZtQt10Ajm3wB4MoqluZj,One Night In Tokyo,Beast In Black,Dark Connection,62,1.25E-05,0.469,187016,0.977,0.691,127.971,4,0.727
2UEXRIn2kKNQ89cLTGElhI,BANGARANG,KILLEDDY,BANGARANG,61,0.00345,0.557,97655,0.939,0.406,145.023,4,0.569
2uFaJJtFpPDc5Pa95XzTvg,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,A Winter Romance,83,0.912,0.451,117147,0.24,0.00000245,134.009,4,0.701
2uO6LTp2vi4VlgEH9Gaj3R,My Soldiers Rage,Maul,My Soldiers Rage,65,0.444,0.287,174785,0.716,0,170.104,1,0.669
2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,Yng Lvcas,La Bebe (Remix),91,0.213,0.812,234353,0.479,0.00000121,169.922,4,0.559
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,Swedish House Mafia,Don't You Worry Child,84,0.112,0.612,212862,0.84,0,129.042,4,0.438
2vJAjPkVMPKkR3xd2wacZa,Believe,Josh Groban,The Polar Express (Original Motion Picture Soundtrack) [Special Edition],64,0.62,0.301,258400,0.422,0,78.411,4,0.208
2vjoV2tKJMfhLCPjPa9dWt,Bring Back the Plague,Cattle Decapitation,Death Atlas,48,3.78E-05,0.244,268080,0.986,0.831,117.005,4,0.177
2VMH2r2jqBpxk5kWjM8HCo,Me Me Me,Catz 'n Dogz,Me Me Me EP,52,0.0117,0.847,338447,0.869,0.49,124.994,4,0.773
2VREb6SYgne3Eai0nrXUPk,We Eat Our Young,Cattle Decapitation,Terrasite,46,1.14E-05,0.373,235501,0.957,0.831,119.948,4,0.0721
2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),Gesaffelstein,Hyperion,85,0.0933,0.658,202093,0.671,0.000927,100.966,4,0.166
2VzCjpKvPB1l1tqLndtAQa,Por las Noches,Peso Pluma,Por las Noches,85,0.31,0.807,239845,0.595,0.0000244,92.491,4,0.392
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,Hunting High and Low,90,0.018,0.573,225280,0.902,0.00125,84.412,4,0.876
2wszvTynYUgtdswbsEc8b2,Superheroes Unite,Koo Koo,Whoopty Whoop,46,0.0954,0.681,213542,0.699,0,133.934,4,0.92
2X485T9Z5Ly0xyaghN73ed,Let It Happen,Tame Impala,Currents,81,0.00462,0.602,467587,0.881,0.0266,125.012,4,0.577
2XgGdD5d2MW4RNx8KnIjVh,Wagon Wheel,Old Crow Medicine Show,O.C.M.S.,66,0.581,0.621,232133,0.403,0,145.523,4,0.634
2XILilAwcXHdGwZLNHteue,"Love, of Money",MAVI,Let the Sun Talk,74,0.0526,0.371,64766,0.655,0.00000214,147.794,4,0.855
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,ASTROWORLD,85,0.00513,0.834,312820,0.73,0,155.008,4,0.446
2xnHhZQ7esafXZek1UntbM,"Bairi Piya - From ""Devdas""",Udit Narayan,Heartbreak Songs,0,0.406,0.635,323155,0.594,0,138.036,4,0.449
2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),CKay,CKay The First,82,0.365,0.727,145800,0.739,0.00137,93.005,4,0.533
2xxOxR2Cc5tzRHUiGF9oho,Ankhon Mein - Jhooth Bole Kauwa Kaate / Soundtrack Version,Udit Narayan,Love Stories in Music,0,0.451,0.537,313493,0.403,0,92.011,4,0.57
2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),Drake,For All The Dogs,93,0.0464,0.663,260111,0.67,0.0000892,136.952,4,0.138
2yxTGxTDbgcbMN0Ae102bn,Rockin' Around The Christmas Tree,Brenda Lee,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,76,0.614,0.589,126267,0.472,0,67.196,4,0.898
2ZD4aIEepqZsdxPxLSuUhm,Tere Pyaar Mein,Pritam,"Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",80,0.111,0.679,265108,0.748,0,118.945,4,0.406
2ZRo7axmMPeSVUvDbGkJah,Hope,XXXTENTACION,?,85,0.661,0.592,110886,0.457,0.000331,146.04,4,0.225
2ZWlPOoWh0626oTaHrnl2a,Ivy,Frank Ocean,Blonde,83,0.785,0.575,249191,0.386,0.000289,116.408,4,0.466
2ZWmmrWUgDBcPSLihBMvhg,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",82,0.228,0.62,177292,0.935,0.00443,87.532,4,0.559
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,Highway to Hell,87,0.061,0.574,208400,0.913,0.00158,115.728,4,0.423
302ayAsw54X8CEqehpQB6O,Café 1930 (from Histoire du Tango),Astor Piazzolla,Café 1930 (from Histoire du Tango),34,0.973,0.342,461851,0.157,0.303,76.713,3,0.166
305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,Jet,Get Born,78,0.00148,0.613,213800,0.953,0.000582,105.046,4,0.537
307kaV2BoOC4pRRzwJUJxf,Mil Veces,Anitta,Mil Veces,81,0.233,0.819,154024,0.687,0.0000477,129.991,4,0.475
30t7M7nfZ8rk4CznVyh9N0,Зеленая карета,Elena Kamburova,Дрёма. Русские колыбельные,30,0.86,0.278,219600,0.213,0.0149,118.811,1,0.139
31RIphTQ9y4zStkH5xRWgW,一路向北,Jay Chou,11月的蕭邦,63,0.0133,0.456,294240,0.617,0.0000595,133.917,4,0.3
31TAub5WKWEsVTJcdksxq7,Caribbean Blue,Enya,Shepherd Moons,58,0.776,0.386,239600,0.319,0.965,157.614,3,0.661
330oPS5jg5xRQZCp3J6bah,Que rabão,Anitta,De Sandalinha de Cristal,0,0.197,0.874,176194,0.654,0,150.016,4,0.642
33ZXjLCpiINn8eQIDYEPTD,"Shook Ones, Pt. II",Mobb Deep,The Infamous,79,0.0146,0.763,325507,0.786,0.0114,93.857,4,0.504
35otBCRXC8HdmRqndFStL0,En nacelle,Henrique Oswald,Oswald: Works for Piano,61,0.995,0.429,165693,0.0234,0.957,116.163,4,0.0751
36gcliMRX1vCpgnrZE3dFZ,10:35,Tiësto,DRIVE,78,0.0683,0.696,172253,0.793,0.00000378,120.003,4,0.698
36SJ7ZFx8J1f1RsewmUwMX,Magalenha,Sérgio Mendes,Brasileiro,70,0.128,0.82,216933,0.634,0,116.625,4,0.716
38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,Matt Nathanson,Some Mad Hope,70,0.241,0.672,215173,0.623,0,92.018,4,0.617
39q0IGV13RaqsoUmBwJ902,Fundip,Beatdemons,Fundip,57,0.0896,0.827,198557,0.635,0,159.052,4,0.145
3aawXLnJpcDVXCl1UUksAW,淘汰,Eason Chan,認了吧,61,0.192,0.512,285000,0.551,0,117.978,4,0.206
3AqPL1n1wKc5DVFFnYuJhp,To Build A Home,The Cinematic Orchestra,Ma Fleur,70,0.885,0.264,370667,0.128,0.352,148.499,4,0.0774
3B4q6KbHbGV51HO3GznBFF,What I Got,Sublime,Sublime,75,0.00877,0.804,170907,0.696,0.000985,95.721,4,0.657
3bMfUUpzUzqWp9II00yRhE,Christmas Time Is Here,Vince Guaraldi Trio,Charlie Brown Holiday Hits,72,0.984,0.367,163093,0.122,0.0000437,75.265,3,0.104
3cBsEDNhFI9E82vPj3kvi3,Wasted On You,Morgan Wallen,Dangerous: The Double Album,86,0.373,0.505,178520,0.657,0.00107,196,3,0.252
3cDyocF0Ibdfs1SFQk5cLZ,Lollipop,Darell,EVERYBODY GO TO THE DISCOTEK,94,0.179,0.822,199947,0.711,0.0000146,102.984,4,0.934
3cjvqsvvU80g7WJPMVh8iq,Genesis,Grimes,Visions,70,0.0764,0.611,255320,0.677,0.0698,166.04,4,0.233
3CLSHJv5aUROAN2vfOyCOh,Close Eyes,DVRST,Close Eyes,81,0.0748,0.784,132346,0.572,0.843,96.181,4,0.209
3cthRwQ2X0SNTaauD7tjn5,富士山下,Eason Chan,What's Going On...?,61,0.499,0.475,259133,0.44,0,103.371,4,0.528
3D0bXrSv7O73vOaGOG8J9c,Sweet Dreams (Are Made Of This),Marilyn Manson,Smells Like Children,68,0.0039,0.222,293293,0.664,0.65,186.044,4,0.101
3d8y0t70g7hw2FOWl9Z4Fm,Ophelia,The Lumineers,Cleopatra,79,0.613,0.664,160097,0.573,0.000363,76.023,4,0.566
3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),87,0.0576,0.559,264307,0.345,0.000105,84.581,4,0.458
3DLWVhaowApIGw1JnJj6GS,Lose Control,James Hype,Lose Control,72,0.0338,0.714,173438,0.936,0.0239,128.011,4,0.243
3dnP0JxCgygwQH9Gm7q7nb,Ella Baila Sola,Eslabon Armado,Ella Baila Sola,88,0.483,0.668,165671,0.758,0.0000189,147.989,3,0.834
3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",Ludwig van Beethoven,"Beethoven: Piano Sonatas, Vol.3",72,0.995,0.184,315427,0.00527,0.887,170.612,3,0.151
3dP0pLbg9OfVwssDjp9aT0,Satisfied,Renée Elise Goldsberry,Hamilton (Original Broadway Cast Recording),72,0.287,0.707,329228,0.593,0,123.772,4,0.478
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,Elephant,86,0.0039,0.743,232107,0.446,0.118,123.596,4,0.278
3EEd6ldsPat620GVYMEhOP,Goo Goo Muck,The Cramps,Psychedelic Jungle,72,0.288,0.582,186038,0.767,0.0789,141.683,4,0.736
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,84,0.0546,0.598,175721,0.427,0.00000583,76.469,4,0.0605
3eP13S8D5m2cweMEg3ZDed,Virginia Beach,Drake,For All The Dogs,87,0.106,0.402,251095,0.514,0,120.009,4,0.2
3etLHAzGr30F9G4bnUpdxw,Blackwater - 128 full strings vocal mix,Octave One,One Black Water (feat. Ann Saunderson),48,0.264,0.763,518946,0.81,0.000563,128.24,4,0.496
3EvZ03hGAFwGZ2Ebcu86YH,Tourniquet,Zach Bryan,Zach Bryan,84,0.684,0.593,189053,0.397,0.00000744,76.703,4,0.32
3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",89,0.000307,0.529,218365,0.673,0.00000241,165.921,4,0.366
3FjK86616FbluOfTxNK2gY,A N X I E T Y (feat. Doechii),Sleepy Hallow,Boy Meets World,80,0.399,0.931,148928,0.401,0.00000205,128.871,4,0.613
3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,Rels B,cómo dormiste?,84,0.238,0.627,112572,0.429,0,126.426,5,0.565
3FkeNbs9Zeiqkr3WkbOiGp,Envolver,Anitta,Versions of Me,71,0.152,0.812,193806,0.736,0.00254,91.993,4,0.396
3FU6urUVsgXa6RBuV2PdRk,Heartless (feat. Morgan Wallen),Diplo,Diplo Presents Thomas Wesley: Chapter 1 - Snake Oil,81,0.275,0.765,169227,0.556,0,111.033,4,0.274
3G1SVODcssMmS5YM5G3tun,Pretty Rave Girl,S3RL,Old Skool Masters - S3RL,59,0.00747,0.429,363429,0.988,0.0486,175.019,4,0.312
3Ga6eKrUFf12ouh9Yw3v2D,Downtown,Anitta,Downtown,75,0.18,0.775,193456,0.679,0.0000726,166.008,4,0.619
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,84,0.432,0.601,281613,0.532,0.00000625,136.571,4,0.341
3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,XXXTENTACION,17,85,0.847,0.734,95467,0.57,0.0000214,129.953,4,0.689
3GZD6HmiNUhxXYf8Gch723,Lost,Frank Ocean,channel ORANGE,85,0.0272,0.913,234093,0.603,0.000503,123.061,4,0.497
3gZilge8NsINDKKlZD03Zg,Ick,Lay Bankz,Ick,68,0.263,0.903,115725,0.769,0,137.983,4,0.508
3ho2d1iFlzRwsCBQJ4QNGv,Where Do We Go (feat. Poppy Baskcomb),Dimension,Where Do We Go (feat. Poppy Baskcomb),66,0.0106,0.449,204138,0.933,0.000282,86.991,4,0.143
3HOKxuTDmNVmIlCIpBiD8m,LAGUNAS,Peso Pluma,GÉNESIS,87,0.328,0.77,231247,0.622,0.00603,115.952,3,0.792
3hU9nGBhYJQwvF8BJ4PUcE,囍帖街,Kay Tse,Binary,60,0.792,0.612,211720,0.491,0,125.912,4,0.492
3hxIUxnT27p5WcmjGUXNwx,Shut up My Moms Calling,Hotel Ugly,Shut up My Moms Calling,90,0.325,0.485,164571,0.409,0,138.419,4,0.376
3IAfUEeaXRX9s9UdKOJrFI,Envolver,Anitta,Envolver,75,0.152,0.812,193806,0.736,0.00254,91.993,4,0.396
3IhM5Mber8KA0NaRNpK2px,Lay Low,Tiësto,DRIVE,80,0.18,0.705,140160,0.663,0.00000674,124.988,4,0.38
3iKSyNDGzJ3FcjXoDKqehS,From Hell With Love,Beast In Black,From Hell With Love,61,0.000104,0.502,235296,0.9,0.00212,120.066,4,0.552
3iOpiHDobxZO7S4p9Y2Fgu,Do It Again,Elevation Worship,There Is a Cloud,68,0.0119,0.347,398333,0.508,0,171.827,4,0.159
3iubkenxO8JUJNp7phyVlb,My Meds Aren't Working,Dystopia,Dystopia,54,0.000435,0.288,241625,0.792,0.587,137.077,4,0.16
3IznIgmXtrUaoPWpQTy5jB,Not Allowed,TV Girl,Who Really Cares,87,0.669,0.67,167864,0.905,0.000227,104.965,4,0.563
3j8EEMm9kbPLqByuaHmUmQ,Girls Dem Sugar,Beenie Man,Art And Life,59,0.118,0.603,257893,0.782,0,124.303,5,0.731
3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,Lil Tjay,Destined 2 Win,81,0.451,0.907,205458,0.393,0.00000135,104.949,4,0.202
3jDdpx9PMlfMBS5tOBHFm9,Return of the Mack,Mark Morrison,Return of the Mack,78,0.00631,0.715,213093,0.833,0,95.487,4,0.612
3JvKfv6T31zO0ini8iNItO,Another Love,Tom Odell,Long Way Down (Deluxe),92,0.695,0.445,244360,0.537,0.0000165,122.769,4,0.131
3JvrhDOgAt6p7K8mDyZwRd,Riptide,Vance Joy,Dream Your Life Away (Special Edition),82,0.431,0.484,204280,0.731,0,101.654,4,0.51
3khEEPRyBeOUabbmOPJzAG,KICK BACK,Kenshi Yonezu,KICK BACK,80,0.00207,0.577,193495,0.941,0.00000336,101.921,4,0.292
3koCCeSaVUyrRo3N2gHrd8,Let's Groove,"Earth, Wind & Fire",Raise!,78,0.121,0.869,339320,0.648,0.0000217,125.035,4,0.9
3kwqNLXvsjSrIXbVsRBj8q,七里香,Jay Chou,七里香,64,0.382,0.483,295307,0.576,0.00011,142.132,4,0.49
3kXoKlD84c6OmIcOLfrfEs,September,"Earth, Wind & Fire",September (sped up + slowed),81,0.146,0.674,216022,0.832,0.00000506,125.996,4,0.981
3KzgdYUlqV6TOG7JCmx2Wg,Beyond the Sea,Bobby Darin,That's All,72,0.723,0.521,172480,0.516,0,136.483,4,0.569
3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,The Human League,Dare!,80,0.184,0.731,236920,0.738,0,117.656,4,0.958
3LGsgpx4TfxhXbr07OFKqs,Oblivion,Grimes,Visions,69,0.115,0.697,251267,0.529,0.896,155.974,4,0.486
3LxG9HkMMFP0MZuiw3O2rF,Good Things Fall Apart (with Jon Bellion),ILLENIUM,ASCEND,64,0.012,0.643,216668,0.603,0,144.01,4,0.42
3M1RQSSxQiZs8fooz4Qo0y,TICTAC,CAPSULE,L.D.K. Lounge Designers Killer,61,0.738,0.801,150920,0.673,0.106,164.687,4,0.592
3mGkPsZbHEBf8ZT1ExZnww,Scent of a Woman: Tango (Por Una Cabeza),Carlos Gardel,Cinema Serenade,49,0.821,0.349,231160,0.134,0.0487,118.069,4,0.429
3mRM4NM8iO7UBqrSigCQFH,Stayin' Alive,Bee Gees,Greatest,79,0.0322,0.703,285373,0.826,0.00629,103.564,4,0.945
3mwvKOyMmG77zZRunnxp9E,Buddy Holly,Weezer,Weezer,76,0.00271,0.556,159227,0.92,0.00021,121.138,4,0.771
3N6kzbnfpTPB5J9NAGc1rU,Twinkle Twinkle Little Star,Super Simple Songs,Twinkle Twinkle Little Star & More Kids Songs,71,0.866,0.696,152692,0.227,0.0000125,87.88,4,0.284
3NhstUmrlhaN1M6hP8zMbb,BABY NUEVA,Bad Bunny,nadie sabe lo que va a pasar mañana,88,0.504,0.866,240774,0.63,0.000505,117.924,4,0.359
3NNDJfWMGHuNpvHWTImmlW,慢冷,Fish Leong,我好嗎? - 太陽如常升起,66,0.786,0.521,289604,0.471,0,92.054,4,0.269
3nNmRE0DxHC6ZaKkrpUumS,FINA,Bad Bunny,nadie sabe lo que va a pasar mañana,92,0.0869,0.847,216328,0.724,0.00000111,94.601,4,0.396
3NPYT4nilQ6YW1uA8I7orI,Speakerbox (feat. Lafa Taylor),Bassnectar,Into the Sun,54,0.00936,0.507,282273,0.934,0.00175,175.954,4,0.471
3OaunNUlXXs5e2PXtNAzzG,UCLA,RL Grime,NOVA,66,0.0742,0.536,192000,0.879,0,140.137,4,0.334
3oneAkIOFdTV3bxsIqCZw1,Into The Unknown,Breslin,Into The Unknown,61,0.000322,0.5,124754,0.964,0.00101,160.076,4,0.538
3ovjw5HZZv43SxTwApooCM,Wind Of Change,Scorpions,Crazy World,82,0.315,0.452,312360,0.524,0,151.505,4,0.246
3P48rdupp9trbMA2J2Vsta,SUMMER TIME SADNESS HARDSTYLE,SICK LEGEND,SUMMER TIME SADNESS HARDSTYLE,73,0.0888,0.49,104910,0.824,0.0000148,166.837,4,0.32
3p4hRhMcb6ch8OLtATMaLw,Cry,Cigarettes After Sex,Cry,85,0.756,0.406,256800,0.399,0.678,142.83,4,0.163
3PNuq4zUgDMTqdBuGeg50m,METALI!! - feat. Tom Morello,BABYMETAL,METALI!! (feat. Tom Morello),63,0.0108,0.631,208600,0.988,0.0184,99.943,4,0.408
3PZCcCykTqurDFO6QUfGKq,A Photic Doom,Cattle Decapitation,Terrasite,44,1.25E-05,0.368,266630,0.965,0.778,111.934,4,0.253
3Pzh926pXggbMe2ZpXyMV7,Ain't No Rest for the Wicked,Cage The Elephant,Cage The Elephant (Expanded Edition),77,0.0438,0.636,175493,0.849,0,156.036,4,0.917
3QHMxEOAGD51PDlbFPHLyJ,Vivir Mi Vida,Marc Anthony,3,78,0.345,0.656,252347,0.877,0,105.018,4,0.894
3QiAAp20rPC3dcAtKtMaqQ,Blue Christmas,Elvis Presley,Elvis' Christmas Album,75,0.9,0.465,129173,0.27,0.00104,94.518,4,0.58
3QKJELWORZZ7rUZDWeMWSA,Água de Beber,Astrud Gilberto,The Astrud Gilberto Album,67,0.439,0.653,138013,0.319,0,147.858,4,0.845
3qm1r0C6AF9LfHtBzSE1fA,Ai papai,Anitta,Verão Forever Top Hits,0,0.081,0.73,148049,0.966,0.0000793,168.091,4,0.891
3RJuptH9QoeJWzHd4ZCI0u,Lullabies - Adventure Club Remix,Yuna,Lullabies,54,0.00171,0.403,252954,0.698,0.00126,159.869,4,0.0833
3rTnGUeDrnZV22DvRuUuXr,Wait,M83,"Hurry Up, We're Dreaming",64,0.221,0.437,343253,0.229,0.0599,147.911,4,0.0754
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,greedy,100,0.256,0.75,131872,0.733,0,111.018,1,0.844
3S0OXQeoh0w6AY8WQVckRW,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),79,0.559,0.703,242947,0.444,0,150.96,4,0.712
3sBnSBnzpEYKpJYGsAIbup,Christmas Eve / Sarajevo 12/24 - Instrumental,Trans-Siberian Orchestra,Christmas Eve and Other Stories,65,0.197,0.292,205333,0.567,0.852,186.405,3,0.156
3SdTKo2uVsxFblQjpScoHy,Stand by Me,Ben E. King,Don't Play That Song (Mono),81,0.57,0.65,180056,0.306,0.00000707,118.068,4,0.605
3sEQf5AuiphddGXRIWBcO9,I Was A Teenage Werewolf - Remastered 1989,The Cramps,Songs The Lord Taught Us,59,0.000866,0.412,183867,0.601,0.0466,114.537,4,0.49
3SFXsFpeGmBTtQvKiwYMDA,Pretty Fly (For A White Guy),The Offspring,Americana,78,0.088,0.723,188667,0.895,0,143.373,4,0.963
3SrnZHhXpgtvHerbxEDOWW,El Gato Que Está Triste y Azul - Un Gato Nel Blu,Roberto Carlos,30 Grandes Canciones,51,0.675,0.447,231493,0.457,0,112.918,4,0.59
3sV1oufAUOgDqU6MyofWXe,Getting Dawn,Dusty Decks,Getting Dawn,60,0.303,0.709,150988,0.408,0.877,86.094,4,0.268
3Txcx4jhuiTZSvhAL0WaRc,Crush,Yuna,Chapters (Deluxe),60,0.366,0.678,243133,0.414,0.00000378,130.031,4,0.355
3Ty7OTBNSigGEpeW2PqcsC,Glory Box,Portishead,Dummy,74,0.177,0.51,308627,0.434,0.516,119.695,4,0.207
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,Jimin,FACE,94,0.0025,0.629,212241,0.733,0,120.001,4,0.362
3UI9I3e1g1y5T3SMfdgfGO,Colgando en tus manos (con Marta Sánchez),Carlos Baute,De mi puño y letra - Edicion Coleccionista,80,0.535,0.836,230280,0.637,0,120.025,4,0.875
3UIENhLRdFIOuRan92cAQu,En algún lugar,Duncan Dhu,El Grito Del Tiempo,76,0.176,0.527,235627,0.859,0.0866,74.214,4,0.443
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,Dreamland,90,0.44,0.761,238805,0.525,0.0000067,80.87,4,0.531
3V417nSM4Ilh0Tt5CqustV,Yggdrasil,Brothers of Metal,Prophecy of Ragnarök,64,0.00222,0.469,272292,0.743,0.000111,86.953,4,0.481
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,0.868,0.504,137773,0.308,0.135,113.95,4,0.121
3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Voulez-Vous,83,0.02,0.749,292613,0.491,0.00899,119.528,4,0.536
3VqHuw0wFlIHcIPWkhIbdQ,Enter Sandman (Remastered),Metallica,Metallica (Remastered),78,0.00277,0.566,331560,0.834,0.008,123.296,4,0.621
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,90,0.049,0.726,233478,0.698,0,143.994,4,0.867
3wlIAXSDtlD9iU8ysld06Z,BIPOLAR,Peso Pluma,BIPOLAR,87,0.513,0.776,265045,0.701,0,112.032,3,0.603
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,Something in the Orange,90,0.555,0.369,228013,0.192,0.00000835,175.212,3,0.148
3WWCU2F78Mv0sOsWcVG3bf,Dem Time Deh,Sean Paul,Dem Time Deh,73,0.429,0.804,167192,0.898,0,110.959,4,0.669
3wzAXBZ6mhuYEzf2IJAbDc,Of the Abyss,Lorna Shore,...And I Return To Nothingness - EP,62,3.10E-05,0.236,343033,0.888,0.0457,130.132,4,0.107
3X412wnMLKyqctlRfhPa7Q,ННД,Tomorrow,ННД,67,0.0339,0.407,87260,0.938,0.00141,172.661,4,0.729
3xJK8ywApYVEYIDhymYMC6,遇見,Stefanie Sun,The Moment,67,0.841,0.631,209760,0.233,0.00000324,91.864,4,0.442
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,Blonde,91,0.667,0.545,184516,0.545,0.0000548,159.94,3,0.549
3XOmSRuEEq7rK4XNzWQdyT,4 Morant (Better Luck Next Time),Com Truise,Brokendate,75,0.0537,0.462,171000,0.771,0.113,170.392,4,0.482
3xx0jE52PbtvwXgNaBUdch,Deeper Than the Holler,Randy Travis,Old 8 x 10,68,0.29,0.647,219080,0.482,0,142.648,4,0.437
3yEtuhGR8jOtusa29jWrhG,Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,Valio La Pena,72,0.398,0.691,300160,0.658,0.0000458,97.68,4,0.617
3YQNUCe3btF2wUQpzfaodu,Got Time For Me (with Channel Tres),Jamie Jones,Got Time For Me (with Channel Tres),56,0.291,0.734,179035,0.726,0.00153,122.025,4,0.296
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,Blowin' Your Mind!,83,0.185,0.491,183307,0.583,0,150.566,4,0.908
3YXIVMQLRRq2K7kxC7UYx6,Move Your Body,Marshall Jefferson,Move Your Body,64,0.00531,0.791,196110,0.801,0.189,124.985,4,0.609
3yZsBXwiQkqLjnWYip17Uu,Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit,Vintage Culture,Doses & Mimosas (Vintage Culture & Zerky Remix) [Radio Edit],64,0.00245,0.782,229586,0.728,0.000079,122.035,4,0.602
3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,Otis Redding,The Dock of the Bay (Mono),82,0.684,0.769,163756,0.367,0.0000162,103.621,4,0.535
3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,Red Hot Chili Peppers,By the Way (Deluxe Edition),85,0.0179,0.618,269000,0.938,0,91.455,4,0.875
426kUsOMW5p2VWEVNu5BxF,Cama y Mesa - Cama e Mesa,Roberto Carlos,Pra Sempre Em Espanhol - Vol. 2,67,0.65,0.693,195080,0.577,0,120.815,4,0.791
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),Travis Scott,UTOPIA,89,0.0316,0.569,191701,0.882,0,148.038,4,0.201
