Track ID,Track Name,Artist Name,Album Name,Popularity,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Tempo,Time Signature,Valence
1cmigB9I6IRpFqjIbzvSQB,"Suite bergamasque, L. 75: III. Clair de lune",Claude Debussy,"Debussy: Suite bergamasque, L. 75, 3. Clair de lune",70,0.993,0.335,294960,0.00501,0.919,132.085,3,0.0383
1CS7Sd1u5tWkstBhpssyjP,Take Me to Church,Hozier,Hozier (Expanded Edition),80,0.634,0.566,241693,0.664,0,128.945,4,0.437
1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,Coolio,Gangsta's Paradise,87,0.0655,0.647,240693,0.514,0,79.975,4,0.386
1ed3wNCecRIp6SugyR0w2J,So Will I (100 Billion X),Hillsong UNITED,Wonder,66,0.0462,0.431,411000,0.416,0.00000201,127.964,4,0.177
1Eu8T7TxbcrlZ1oE8Eccxd,If Drinkin' Don't Kill Me (Her Memory Will),George Jones,I Am What I Am (Expanded Edition),53,0.582,0.607,189933,0.32,0,89.78,3,0.234
1eyzqe2QqGZUmfcPZtrIyt,Midnight City,M83,"Hurry Up, We're Dreaming",74,0.0161,0.526,241440,0.712,0,105.009,4,0.32
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,80,0.559,0.703,242947,0.444,0,150.96,4,0.712
1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,Nico & Vinz,Black Star Elephant,80,0.175,0.729,245867,0.675,0.00000158,119.968,4,0.779
1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,The Offspring,Smash,79,0.0204,0.488,257827,0.862,0,104.56,4,0.706
1fvWfTmXAxUWoDig65einM,Devia Ser Proibido - Ao Vivo Em Brasília,Henrique & Juliano,Reveillon 2024,0,0.112,0.477,173968,0.922,0,101.571,4,0.521
1Fwj0wThn3kTg8D7KgWdsU,My Tears Are Becoming A Sea,M83,"Hurry Up, We're Dreaming",63,0.11,0.194,151827,0.376,0.386,48.637,3,0.0723
1FWsomP9StpCcXNWmJk8Cl,K.,Cigarettes After Sex,Cigarettes After Sex,85,0.139,0.454,320030,0.4,0.846,93.719,4,0.327
1g0seAtP0XDAsFZIoItwid,Por una Cabeza,Carlos Gardel,Las Canciones de Carlos Gardel,43,0.94,0.321,325653,0.255,0.0224,122.642,4,0.322
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),85,0.0779,0.595,215907,0.717,0.00274,88.969,4,0.547
1G3QPQkoXvpChjNUhd6Tfs,The Arts and the Hours,Jean-Philippe Rameau,"Rameau, Ólafsson: The Arts and the Hours",67,0.995,0.415,285443,0.026,0.938,136.191,4,0.268
1g3qZv1GGqwMBrXzogTpTx,fields of forever - sleep rework,Chad Lawson,fields of forever (sleep rework),64,0.995,0.663,221703,0.0132,0.953,120.107,4,0.327
1g5Jqwo02PuitYfv19B6Jn,Black Hole,We Came As Romans,Darkbloom,70,2.32E-05,0.49,179187,0.956,0,110.042,4,0.412
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,Calvin Harris,18 Months,83,0.000972,0.707,206413,0.924,0.00703,127.937,4,0.919
1goiRWxiG3GTlODrdDZ7NR,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship,Old Church Basement,70,0.265,0.335,598995,0.639,0,139.912,4,0.381
1H4Y9uW4N0LsxJUz0VnaPJ,Just Pretend,Bad Omens,THE DEATH OF PEACE OF MIND,80,0.00252,0.457,204677,0.834,0.00125,140.032,4,0.201
1haJsMtoBhHfvuM7XWuT3W,El Azul,Junior H,El Azul,89,0.226,0.558,187226,0.648,0.00000776,143.876,3,0.844
1hchcXyOsDcLOM6AA0nFsx,Second Sun,Nils Hoffmann,Once in a Blue Moon,55,0.0178,0.739,224333,0.409,0.848,119.996,4,0.181
1hHGUdFaiJHw9hVZGJWYO2,Midnight Rider,Allman Brothers Band,Idlewild South (Deluxe Edition Remastered),75,0.209,0.585,180067,0.532,0.00797,94.461,4,0.68
1HL3yEnYq8LEyFQ3QegA5V,Crash into Me,Dave Matthews Band,Crash,66,0.122,0.541,316467,0.677,0.0191,101.1,4,0.555
1hle6BL2dCurJdd5Xoywlb,R4v3 B0y (feat. Krystal),S3RL,R4v3 B0y (feat. Krystal),50,0.0693,0.63,179666,0.891,0.0146,174.973,4,0.505
1HMQmOWrkieKYWlFsjUP3D,Bloom - Bonus Track,The Paper Kites,Woodland,80,0.882,0.591,210080,0.416,0.000641,96.003,4,0.415
1hQFF33xi8ruavZNyovtUN,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,Who Loves You,77,0.0588,0.737,197147,0.495,0.00000912,104.409,4,0.967
1HWbpfmzt1YplLceHgirCv,Virgen,Adolescent's Orquesta,La Historia... Los Éxitos,76,0.727,0.66,273763,0.756,0.000323,90.839,4,0.768
1i6KuPV0SnkciFR5yJEbty,Deep Inside,Hardrive,Strictly Hardrive,50,0.0129,0.794,392293,0.884,0.0241,123.615,4,0.808
1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),94,0.0504,0.596,229478,0.658,0,100.012,4,0.176
1ivCIgrYZyE0BvItL4Z8lk,告白氣球,Jay Chou,周杰倫的床邊故事,66,0.192,0.59,215147,0.572,0,179.989,4,0.448
1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,Elton John,Too Low For Zero,86,0.356,0.504,183440,0.904,0.121,176.808,4,0.772
1jHNQodYIGvk187xrISw1i,Once Upon a Dream,Disney Peaceful Guitar,Disney Guitar: Lullaby,62,0.969,0.672,109895,0.0914,0.747,143.403,3,0.354
1JihKsZjTyaqh0sPpOJqxW,Три товарища - Remastered,Maya Kristalinskaya,Поёт Майя Кристалинская (Remastered),46,0.987,0,122207,0.122,0.324,0,0,0
1JQ6Xm1JrvHfvAqhl5pwaA,Easy,Commodores,Commodores,79,0.112,0.589,256427,0.384,0.000028,132.909,4,0.354
1jxGhPyCn9SZR9eqrTduja,Say The Word (feat. Clementine Douglas),Chase & Status,Say The Word (feat. Clementine Douglas),67,0.0224,0.689,237133,0.909,0.000703,86.994,4,0.167
1jyddn36UN4tVsJGtaJfem,You Are the Best Thing,Ray LaMontagne,Gossip In The Grain,69,0.0304,0.578,231840,0.727,0.0000199,170.593,4,0.885
1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Bill Withers,Just As I Am,85,0.457,0.527,125093,0.415,0.0000172,78.169,4,0.515
1KHKeIouP04dDtl0EetgED,The Downfall Of Us All,A Day To Remember,Homesick,72,0.000252,0.588,209093,0.881,0,129.947,4,0.709
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,GUTS,95,0.177,0.511,219724,0.532,0,138.005,4,0.35
1lEk3U3MzbDeL5MNHkE9JU,O Come to the Altar (Live),Elevation Worship,Here As In Heaven,71,0.00274,0.256,349587,0.564,0,139.914,3,0.152
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Luke Combs,Gettin' Old,89,0.186,0.712,265493,0.603,0,97.994,4,0.67
1N8klHEbZ0bFOHnMVs8C9S,Fell In Love,Marshmello,Fell In Love,78,0.0899,0.732,121284,0.464,0.000031,149.954,4,0.647
1npDycvcBm6bTnaajiTv3X,Ride of the Valkyries,Brothers of Metal,Emblas Saga,60,4.34E-05,0.492,206667,0.955,0.000087,144.974,4,0.386
1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,Daylight,94,0.83,0.508,212954,0.43,0.000441,130.09,4,0.324
1ODFVLQszq0hCOdZtqV5wq,MR. OCTOBER,Bad Bunny,nadie sabe lo que va a pasar mañana,87,0.188,0.805,189259,0.612,0.0000196,126.013,4,0.425
1p1b9LdLJ0REuFJX9mYtFX,1985,Freddie Gibbs,Alfredo,63,0.337,0.528,152547,0.595,0,130.396,4,0.36
1PINN6x0Riouab3wPSglpp,An Idea,Leo Brouwer,En Otra Parte,61,0.994,0.294,158520,0.00785,0.956,70.958,3,0.173
1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),Kate Bush,Hounds Of Love,84,0.719,0.629,298933,0.545,0.00308,108.376,4,0.194
1PZ1po0vZzESv0AJCURC72,Sun//Eater,Lorna Shore,Pain Remains,61,9.30E-05,0.245,370493,0.889,0.835,139.775,4,0.052
1q0wCfrE9eGFMzS2g8aVnx,He Stopped Loving Her Today,George Jones,I Am What I Am (Expanded Edition),60,0.76,0.351,195760,0.21,0.000138,144.25,4,0.394
1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,Buffalo Springfield,81,0.406,0.653,153693,0.519,0.0209,98.883,4,0.822
1R77CxppnheFfIGNgQ9NF8,Freeze Dance,BeatBo,Fisher-Price BeatBo,47,0.276,0.8,76889,0.887,0.00000548,135.034,4,0.487
1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,So Good,81,0.132,0.694,201122,0.712,0,98.023,4,0.799
1rpF77jsLBMG2QjCuhe0Sr,We Contain Multitudes — piano reworks,Yiruma,We Contain Multitudes — piano reworks,61,0.994,0.417,264053,0.0287,0.889,143.262,4,0.285
1S4fpfX2u0hzFD9vb6FEB6,Three Wooden Crosses,Randy Travis,On the Other Hand - All the Number Ones,61,0.459,0.523,201267,0.501,0,158.179,4,0.391
1s7oOCT8vauUh01PbJD6ps,Calm Down (with Selena Gomez),Rema,Rave & Roses Ultra,80,0.429,0.799,239318,0.802,0.00128,107.008,4,0.811
1sUdq3kWa9dJXHu3eYOUll,"Spooky, Scary Skeletons - Undead Tombstone Remix",Andrew Gold,Halloween Howls: Fun & Scary Music (Deluxe Edition),76,0.0027,0.772,125625,0.788,0.000583,127.91,4,0.574
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,Sweet Dreams (Are Made Of This),85,0.225,0.692,216933,0.711,0,125.135,4,0.875
1TkWsnheqK0gBtvh07BtNX,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,Professional Rapper,63,0.114,0.858,290836,0.697,0,98.013,4,0.364
1TMxv8sfUhU55AC6Ul1PU5,Que Locura Enamorarme De Ti,Eddie Santiago,Atrevido Y Diferente,73,0.538,0.746,308040,0.786,0.000008,93.767,4,0.968
1ttdCC6nZ0M1Bq2zkuf73W,Get Off The Wall,Philly Goats,Get Off The Wall,60,0.012,0.855,178502,0.572,0.000257,144.205,4,0.476
1Ukxccao1BlWrPhYkcXbwZ,From The Start,Laufey,From The Start,84,0.877,0.664,169573,0.405,0.000765,81.89,3,0.743
1vcxF91pWs9uNwDROuiCPB,Savior,Rise Against,Appeal To Reason,79,0.00154,0.554,242280,0.932,0.000142,112.49,4,0.478
1vNdvKfEtoAiaDVPnY38Dm,Little Kandi Raver 2012,S3RL,Little Kandi Raver 2012,49,0.000557,0.568,255956,0.986,0.00003,175.058,4,0.494
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),93,0.0207,0.671,176579,0.845,0,110.056,4,0.775
1W62KtrNpX64AxTMqo70Bl,Prologue,Evgeny Grinko,Tiny Mouse Tales,60,0.954,0.282,99532,0.133,0.961,66.816,4,0.0437
1wcr8DjnN59Awev8nnKpQ4,Drunk-Dazed,ENHYPEN,BORDER : CARNIVAL,78,0.000707,0.599,193260,0.869,0,132.889,4,0.453
1Wrzhfa5bNlqvsnCztz190,Devuélveme a mi chica,Hombres G,Hombres G (Edición 30 Aniversario),80,0.0031,0.603,194867,0.843,0.0337,172.676,4,0.503
1xsYj84j7hUDDnTTerGWlH,Dream On,Aerosmith,Aerosmith,85,0.397,0.392,267597,0.476,0.000163,78.031,4,0.234
1XTY6rA7XQosc0ynkkE9kN,Black Friday,Tom Odell,Black Friday,82,0.931,0.48,221510,0.199,0.0563,165.476,4,0.201
1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,Until I Found You (Em Beihold Version),89,0.777,0.551,176440,0.55,0,101.19,3,0.342
1y6Px79BZ0wWVLIWpGn7X3,Que rabão,Anitta,Viral Latina,0,0.197,0.874,176194,0.654,0,150.016,4,0.642
1yeB8MUNeLo9Ek1UEpsyz6,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,For All The Dogs,88,0.0377,0.645,319192,0.729,0,146.01,4,0.142
1yKu2MhpwzDXXH2tzG6xoa,Beverly Hills,Weezer,Make Believe,73,0.0932,0.693,196093,0.823,0,87.904,4,0.741
1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Florence + The Machine,Lungs (Deluxe Edition),78,0.0416,0.492,251840,0.81,0.00379,149.954,4,0.245
1Yngco6ORQ8IlzCZwDN804,Thanksgiving,George Winston,December,51,0.988,0.378,245409,0.0459,0.895,147.481,3,0.0852
1zNXF2svmdlNxfS5XeNUgr,Don't Know Why,Norah Jones,Come Away With Me (Super Deluxe Edition),78,0.851,0.745,186251,0.219,0.000018,88.609,4,0.635
1zwMYTA5nlNjZxYrvBB2pV,Someone Like You,Adele,21,81,0.893,0.556,285240,0.319,0,135.187,4,0.294
20GlDz2SYsXF8pzdxguxfe,"White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",White Noise Baby Sleep,White Noise for Sleeping Babies,82,0.982,0.179,595106,0.00189,0.279,81.71,4,1.00E-05
227jOVNY1MrE5MkUcQRhsk,Pain Remains I: Dancing Like Flames,Lorna Shore,Pain Remains,63,0.000166,0.29,352560,0.799,0.894,125.021,4,0.0351
22VHOlVYBqytsrAqV8yXBK,Dial Drunk (with Post Malone),Noah Kahan,Dial Drunk (with Post Malone),86,0.121,0.667,213817,0.613,0,112.046,4,0.681
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana [Edit],90,0.12,0.671,231545,0.876,0.188,129.998,4,0.964
24BYTj1tb5ovZcnIbtdTYD,Test & Recognise - Flume Re-work,Seekae,Test & Recognise (Remixes),70,0.193,0.544,303661,0.579,0.0000143,109.769,4,0.294
25pWemriUQVrZ3yIiS2IBf,十年,Eason Chan,黑·白·灰,65,0.865,0.6,205424,0.468,0.00000313,123.987,4,0.203
25Yfk4XBeglz1QoXhDqJ2w,Ghost Of Me,Make Them Suffer,Ghost Of Me,62,0.000119,0.318,231428,0.922,0.000113,140.048,4,0.288
269XSeQhDrWEotMALJaACW,Amour plastique,Videoclub,Euphories,79,0.66,0.702,225040,0.518,0.0000347,119.992,4,0.234
26b3oVLrRUaaybJulow9kz,People,Libianca,People,87,0.551,0.573,184791,0.422,0.0000131,124.357,5,0.693
26p4guqZWBNsBSLTifE1Dy,Pomegranates,Porya Hatami,Phone to Logos,31,0.97,0.221,447356,0.1,0.74,71.551,4,0.0489
27g5G3TW90FSm3YxclYpAs,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),Popcaan,FIXTAPE,66,0.478,0.571,259651,0.747,0,106.253,4,0.635
27L8sESb3KR79asDUBu8nW,Stacy's Mom,Fountains Of Wayne,Welcome Interstate Managers,76,0.00207,0.774,197987,0.75,0.0000178,118.015,4,0.927
27YD36FUikKxbp3bKSiKGZ,First Time (feat. Dylan Matthew),Seven Lions,First Time (feat. Dylan Matthew),60,0.251,0.422,297782,0.677,0.00000355,150.131,4,0.146
28kizMSvL3DcCGINWSOUjq,Forced Gender Reassignment,Cattle Decapitation,Monolith of Inhumanity,46,6.69E-05,0.345,233693,0.975,0.691,115.231,4,0.164
28r1xYNakXXwcQKIXu9Wjw,DJ Turn It Up,Dimension,DJ Turn It Up,71,0.115,0.768,177931,0.995,0.542,174.054,4,0.834
29fzrpYB0ietBxG7i3WdKk,Grayland,Alphaxone,Living in the Grayland,19,0.896,0.0737,316291,0.169,0.926,77.429,3,0.0385
2A4wfplwsIXUUD3UVirWDd,KARATE,BABYMETAL,METAL RESISTANCE,55,0.00071,0.381,263173,0.982,0.172,179.924,4,0.23
2agBDIr9MYDUducQPC1sFU,River Flows In You,Yiruma,First Love (The Original & the Very First Recording),75,0.987,0.315,188787,0.22,0.943,145.195,4,0.116
2aIB1CdRRG7YLBu9hNw9nR,The Beautiful People,Marilyn Manson,Antichrist Superstar,76,0.000779,0.621,218827,0.834,0.456,143.973,4,0.937
2AllsVsmrJkEwXPXwDBCQu,單車,Eason Chan,Shall We Dance? Shall We Talk!,59,0.754,0.635,211251,0.35,0,130.067,4,0.307
2aMN1ky0SzSEcV1QdBYbW9,那些你很冒險的夢,JJ Lin,學不會,65,0.785,0.49,244470,0.487,0,135.87,4,0.279
2amzuNCxpoibW6DTUtUk2X,Divine Timing Is Intuitive,Saint Abdullah,Divine Timing Is Intuitive,33,0.193,0.612,235464,0.798,0.899,93.554,4,0.604
2AT8iROs4FQueDv2c8q2KE,R U Mine?,Arctic Monkeys,AM,84,0.00616,0.288,201726,0.758,0,97.094,4,0.619
2bdVgAQgosGUJoViVDNeOV,LIMBO,keshi,GABRIEL,80,0.879,0.577,212785,0.366,0.0000776,129.923,4,0.0841
2bRKxuH1o7pTmb1y4GfdEc,Clean White Noise - Loopable with no fade,White Noise Baby Sleep,Best White Noise for Baby Sleep - Loopable with No Fade,91,0.791,0,90228,0.00342,1,0,0,0
2BVENsgSCozPejCti0lmwo,M. - Sped Up Version,Anıl Emre Daldal,Silly Matters (Sped Up Version),62,0.583,0.587,176803,0.392,0.915,124.941,4,0.597
2bwSCIuNtVrQPVddCi8sOW,Where You Are,Christopher Jackson,Moana (Original Motion Picture Soundtrack/Deluxe Edition),74,0.743,0.707,210320,0.656,0,118.037,4,0.748
2cKovq3l6OJjhVVDbVKOsr,The Other Side,Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),74,0.00433,0.638,214373,0.795,0.00139,153.99,4,0.31
2cyJkqB2OYHwWWvKGtrJ0r,Sweet True Lies,Beast In Black,From Hell With Love,63,7.75E-05,0.466,206563,0.912,0.00294,136.035,4,0.661
2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,Travis Scott,ASTROWORLD,83,0.0531,0.763,190557,0.628,0,140.958,4,0.193
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,Fetty Wap (Deluxe),77,0.0244,0.746,222093,0.873,0,148.075,4,0.817
2d9EgBM9F09IkEG8t9T6L8,DLMD,Darren Styles,DLMD,62,0.000595,0.487,160212,0.99,0.843,160.046,4,0.161
2dbOYFfS7r7NAzquRvji9A,Balls to the Wall,Accept,Balls To The Wall,62,0.00392,0.544,342600,0.739,0.000143,118.287,4,0.328
2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,Rick James,Street Songs (Deluxe Edition),77,0.22,0.838,205467,0.794,0,132.446,4,0.962
2Dct3GykKZ58hpWRFfe2Qd,Heading South,Zach Bryan,Heading South,85,0.783,0.68,171693,0.246,0,110.23,4,0.388
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,Toxicity,86,0.000278,0.417,210240,0.934,0.0015,127.066,4,0.287
2DNyZP4Py6f4zMASLBnIu6,La Playa,La Oreja de Van Gogh,El Viaje de Copperpot,77,0.175,0.589,247693,0.552,0,88.535,4,0.311
2DoXFrKYIup384UYpd5LBn,Trad Velecido,Casino Versus Japan,Whole Numbers Play the Basics,47,0.99,0.286,70200,0.118,0.963,144.541,4,0.476
2EJtek4uqMsnYYd36JiBSQ,Wednesday Night People,Moodymann,Forevernevermore,42,0.133,0.608,171360,0.664,0.925,119.581,4,0.0555
2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,Brenda Lee,Merry Christmas From Brenda Lee,84,0.614,0.589,126267,0.472,0,67.196,4,0.898
2F2p7b5Xq20mRyEeWYaeUF,Substitution (feat. Julian Perretta),Purple Disco Machine,Substitution (feat. Julian Perretta),81,0.00903,0.69,181478,0.89,0.0000161,124.018,4,0.713
2fhOljbX79loRcdl47SFye,Moonlight on the River,Mac DeMarco,This Old Dog,80,0.252,0.662,422613,0.478,0.833,139.98,4,0.43
2fHW5nypFooOUJjHqfAIif,Se Eu Me Entregar,Josué Bom de Faixa,O Bom é Ser Bom,57,0.486,0.577,129445,0.872,0.0000208,154.044,4,0.745
2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),82,0.43,0.78,252747,0.575,0,84.492,4,0.773
2gam98EZKrF9XuOkU13ApN,Promiscuous,Nelly Furtado,Loose,87,0.0569,0.808,242293,0.97,0.0000613,114.328,4,0.868
2gE58DQyqgsvsK87SWUN62,Where Rainbows Never Die,The Steeldrivers,Reckless,69,0.921,0.603,229880,0.341,0.00314,113.452,4,0.365
2gkVEnpahpE3bQuvGuCpAV,Yes or No,Jung Kook,GOLDEN,89,0.179,0.671,147557,0.839,0,83.845,4,0.882
2grjqo0Frpf2okIBiifQKs,September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",77,0.168,0.697,215093,0.832,0.00131,125.926,4,0.979
2grynUHH0A3faPhGjdkjeJ,Cracks - Flux Pavilion Remix,Freestylers,Cracks,55,0.00095,0.499,281083,0.826,0.029,140.007,4,0.427
2HbmLkHkkI15eES8kpWRuI,Ven Devórame Otra Vez,Lalo Rodriguez,Oro Salsero,70,0.667,0.643,311400,0.602,0.0000862,83.778,4,0.961
2HEM4wcGP2nFT1Z2i6jtvo,BxMxC,BABYMETAL,BxMxC,58,0.000241,0.397,183026,0.921,0.00167,112.606,1,0.215
2hhFpD32iXUd4GaCu6T4wn,Everyday Normal Guy 2,Jon Lajoie,You Want Some of This?,73,0.42,0.823,195693,0.731,0,90.302,4,0.876
2HhzV3FY4eZGueF0KpXZUo,EMPTY DREAMS,CYPARISS,EMPTY DREAMS,74,0.5,0.778,135000,0.782,0.93,160.05,4,0.446
2hnMS47jN0etwvFPzYk11f,Santeria,Sublime,Sublime,80,0.0268,0.682,182747,0.765,0.0000342,90.807,4,0.567
2hXBS8q9rGMovfG1S8FB4F,Wave,Antônio Carlos Jobim,Wave,62,0.831,0.552,176907,0.314,0.831,144.921,4,0.873
2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,Doja Cat,Paint The Town Red,97,0.269,0.868,231750,0.538,0.00000334,99.968,4,0.732
2ISSQPb9LHHiV6ng2NXosL,Beautiful Now,Zedd,True Colors,71,0.0079,0.628,218293,0.833,0.0000148,128.003,4,0.56
2iwGE4y7yF8qzKc5WZ2Z8R,Smack My Bitch Up,The Prodigy,The Fat of the Land,52,0.00306,0.604,343387,0.995,0.626,136.216,4,0.262
2J40Fz87V8GPeMb9JH9zYg,The Chicken Dance,Chicken Dance,The Chicken Dance,38,0.191,0.823,158225,0.706,0.895,188.188,4,0.849
2joB3G4b527szRVC6L5VYL,La cumparsita,Juan D'Arienzo,Orquesta Juan D' Arienzo - La cumparsita,47,0.727,0.604,222640,0.346,0.393,135.439,4,0.643
2kE2HFBFkJ0VMw3igxYohz,Wild Ones (feat. Jelly Roll),Jessie Murph,Wild Ones (feat. Jelly Roll),82,0.0878,0.65,142520,0.689,0,136.03,4,0.294
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,GOLDEN,97,0.0447,0.711,206020,0.809,0,106.017,4,0.816
2KZXCH4npY28gtZKXcB2N8,Bad Company,Five Finger Death Punch,War Is the Answer,70,0.000595,0.558,262440,0.886,0.0000991,114.041,4,0.171
2L9N0zZnd37dwF0clgxMGI,ceilings,Lizzy McAlpine,five seconds flat,86,0.473,0.516,182888,0.322,0.00194,148.005,3,0.261
2LMkwUfqC6S6s6qDVlEuzV,White Ferrari,Frank Ocean,Blonde,81,0.77,0.501,248808,0.0958,0,108.741,4,0.204
2LyRC7gfWFJd6JI5i8fTJe,The Race Is On,George Jones,I Get Lonely In A Hurry,58,0.247,0.428,127400,0.701,0,170.419,4,0.918
2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,blink-182,Enema Of The State,85,0.0103,0.434,167067,0.897,0,148.726,4,0.684
2M4OCoJ5q4sYmItQ2YQcH8,Dri:merz Path / Way,Crows in the Rain,Dri:m Wan; Därk Blü,30,0.00833,0.3,471042,0.338,0.724,140.112,3,0.0595
2m8MwTvNHBYIqieOoQeyuY,Watermark,Enya,Watermark,56,0.969,0.303,144242,0.0861,0.946,135.452,4,0.0401
2mDB2WVscj4T6jaNzNmS2n,Ela não vale nada,Anitta,Funk Carioca,0,0.142,0.747,140000,0.941,0,150.047,4,0.875
2MLHyLy5z5l5YRp7momlgw,Island In The Sun,Weezer,Weezer,81,0.00719,0.654,200307,0.81,0.00251,114.623,4,0.661
2naqSVQHgiaoEpxtkVOhmK,Llorarás,Dimension Latina,Una Dimensión De Éxitos,77,0.549,0.704,228554,0.884,0.000364,93.058,4,0.964
2ncqKdTj6dz7tWoTMMrAtq,Mahiye Jinna Sohna,Darshan Raval,Mahiye Jinna Sohna,82,0.736,0.567,181250,0.54,0.0000317,92.027,4,0.331
2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,81,0.167,0.739,215360,0.511,0.00000134,96.038,4,0.542
2nLeVfLE8t3hzHhXkZ6Ez2,La Câlin,Serhat Durmus,La Câlin,65,0.0879,0.598,172009,0.439,0.868,147.84,4,0.0673
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,Meteora,88,0.0046,0.496,185587,0.863,0,110.018,4,0.243
2Nz6aF1umHh5Et6I5H581L,Hooked On A Feeling,Blue Swede,Hooked On A Feeling - 40th Anniversary Collection,69,0.261,0.547,172867,0.82,0,118.208,4,0.933
2oDqmfa2g8W893LlwJG1qu,Closer,Nine Inch Nails,The Downward Spiral,70,0.000242,0.547,373000,0.714,0.636,89.996,4,0.541
2pbT1eV0AIXqy0tfE4rgaM,Drillings . Roadman,Big Miko,Drillings . Roadman,64,0.651,0.735,90072,0.722,0.00000768,135.83,1,0.697
2PCTrOWob0vs0io6pfGOYS,Once Upon a December (from Anastasia),Emile Pandolfi,Believe,56,0.981,0.239,252253,0.173,0.929,72.718,4,0.131
2PdIo7ewQPuAsP99LVg9uy,Wrong Way,Sublime,Sublime,69,0.0623,0.69,136147,0.681,0,75.034,4,0.911
2PfvR8LVisfjfVVdPNEvxJ,Zombie Apocalypse,Mortician,Hacked up for Barbeque/ Zombie Apocalypse,43,0.000938,0.267,168187,0.637,0.802,91.309,4,0.18
2PmT3D5xmvVzZCf11L2ifX,I Can't Kick This Feeling When It Hits,Moodymann,Silentintroduction,45,0.192,0.686,485307,0.634,0.858,119.933,4,0.0783
2pnPe4pJtq7689i5ydzvJJ,Run Rudolph Run,Chuck Berry,Rock 'N' Roll Rarities,75,0.812,0.681,165733,0.715,0.00000943,152.132,4,0.957
2QfiRTz5Yc8DdShCxG1tB2,Johnny B. Goode,Chuck Berry,Berry Is On Top,78,0.741,0.534,161560,0.803,0.0000607,167.983,4,0.969
2qhASBzpbFhPRtrnZ5lLnz,Unchained Melody,The Righteous Brothers,Just Once In My Life,78,0.396,0.339,218013,0.208,0.000519,98.54,3,0.288
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,I Love You.,92,0.0495,0.612,240400,0.807,0.0177,124.053,4,0.398
2qKrxtkIuCOyE66TAunMXx,"Head, Shoulders, Knees and Toes",Mother Goose Club,"Mother Goose Club Sings Nursery Rhymes Vol. 4: Row, Row, Row Your Rhyme",68,0.309,0.793,76357,0.61,0,118.309,4,0.902
2qLSXZuIHMsKydCEFDchc3,Bang Bang Bang Bang,Sohodolls,Ribbed Music For The Numb Generation,66,0.531,0.729,181640,0.581,0.00000109,93.997,4,0.352
